job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
443,Perez-Hawkins,Automotive,Computer Vision Engineer,"Pandas, Hugging Face, Keras",Mid,Internship,"New Frederickstad, NA",83771-94234,2025-07-28,Large,FastAPI,83771.0,94234.0,89002.5
444,"Perez, Butler and Carroll",E-commerce,ML Engineer,"Excel, Hugging Face, SQL, Azure",Entry,Contract,"Lauraland, KZ",115058-174712,2025-04-29,Mid,KDB+,115058.0,174712.0,144885.0
445,Ford PLC,E-commerce,Computer Vision Engineer,"FastAPI, Scikit-learn, Pandas, NumPy, Excel, CUDA",Mid,Contract,"East Robert, RS",119046-198687,2025-02-07,Mid,"Scikit-learn, KDB+, MLflow",119046.0,198687.0,158866.5
446,Rivera Ltd,Retail,Computer Vision Engineer,"Python, PyTorch, Keras, Power BI, Reinforcement Learning",Senior,Remote,"West Bonnieville, CA",76496-169636,2024-03-16,Startup,BigQuery,76496.0,169636.0,123066.0
447,Thompson-White,E-commerce,Computer Vision Engineer,"LangChain, TensorFlow, Pandas, Flask",Senior,Remote,"Coryfurt, KG",114726-166530,2025-01-02,Large,"FastAPI, MLflow",114726.0,166530.0,140628.0
448,"Johnson, Foster and Martin",Education,NLP Engineer,"MLflow, CUDA, Power BI, FastAPI",Mid,Remote,"Smithfurt, SB",87007-185082,2023-10-22,Startup,"FastAPI, BigQuery",87007.0,185082.0,136044.5
449,Solomon-Hartman,Finance,Data Analyst,"Pandas, Azure, Keras, PyTorch, AWS, Hugging Face",Mid,Remote,"West Christopherfort, GM",101003-168211,2024-08-24,Startup,"BigQuery, KDB+",101003.0,168211.0,134607.0
450,"Kelley, Adams and Robertson",Automotive,ML Engineer,"Hugging Face, SQL, TensorFlow",Entry,Full-time,"Port James, LY",123063-188735,2024-08-13,Mid,"Scikit-learn, BigQuery",123063.0,188735.0,155899.0
451,Johnson-Cabrera,Healthcare,ML Engineer,"TensorFlow, PyTorch, FastAPI, Hugging Face, LangChain, AWS",Senior,Contract,"South Bryanberg, GD",43723-55609,2024-05-12,Large,"TensorFlow, PyTorch, LangChain",43723.0,55609.0,49666.0
452,"Love, Liu and Flynn",Tech,Quant Researcher,"Excel, LangChain, MLflow, CUDA, Reinforcement Learning",Entry,Full-time,"Matthewshire, FR",62280-142270,2025-03-25,Startup,MLflow,62280.0,142270.0,102275.0
453,Mcdonald and Sons,Retail,Quant Researcher,"TensorFlow, AWS, Azure",Senior,Remote,"Villanuevaberg, KM",122800-196570,2025-05-01,Large,"FastAPI, LangChain, PyTorch",122800.0,196570.0,159685.0
454,Le Ltd,Finance,AI Product Manager,"R, TensorFlow, C++, Hugging Face, SQL, Flask",Entry,Internship,"South Ginachester, TV",109750-192019,2024-03-08,Large,"KDB+, BigQuery",109750.0,192019.0,150884.5
455,Larson-Moss,Healthcare,AI Product Manager,"C++, Reinforcement Learning, NumPy, LangChain",Mid,Internship,"South Williamfurt, BB",92256-151389,2023-10-13,Large,FastAPI,92256.0,151389.0,121822.5
456,"Farmer, Thompson and Smith",Healthcare,ML Engineer,"Flask, SQL, PyTorch, C++, TensorFlow",Mid,Full-time,"New Daniel, KP",62733-72920,2023-12-30,Large,KDB+,62733.0,72920.0,67826.5
457,Burns-Davis,Healthcare,NLP Engineer,"Python, AWS, NumPy, Power BI, Hugging Face",Senior,Internship,"Nicholasshire, PH",44536-65243,2024-01-03,Large,"FastAPI, LangChain",44536.0,65243.0,54889.5
458,Scott-Hernandez,Retail,ML Engineer,"CUDA, Keras, TensorFlow, Scikit-learn",Senior,Full-time,"Freemanland, GD",117848-182284,2025-03-31,Startup,BigQuery,117848.0,182284.0,150066.0
459,Lozano-Valencia,E-commerce,Data Scientist,"LangChain, AWS, Scikit-learn, Flask",Entry,Internship,"Kelseybury, US",126486-160422,2024-03-22,Startup,"BigQuery, KDB+",126486.0,160422.0,143454.0
460,Watkins-Pearson,Finance,Quant Researcher,"R, SQL, Hugging Face, Keras, Pandas",Mid,Remote,"East Rhondaview, IL",47182-68293,2024-09-04,Large,"TensorFlow, BigQuery, LangChain",47182.0,68293.0,57737.5
461,Lewis Inc,Finance,Data Scientist,"Hugging Face, Pandas, PyTorch, SQL, R, Excel",Senior,Full-time,"Lake Anthony, MN",61782-111016,2024-02-15,Startup,"LangChain, TensorFlow",61782.0,111016.0,86399.0
462,"Moreno, Salazar and Sexton",Finance,Data Scientist,"Power BI, Hugging Face, TensorFlow",Mid,Full-time,"North Johnstad, TZ",80727-158409,2025-01-29,Startup,"MLflow, Scikit-learn",80727.0,158409.0,119568.0
463,Lopez Ltd,Tech,AI Researcher,"Power BI, R, GCP",Entry,Full-time,"East Deborahshire, DZ",114829-163954,2025-05-19,Mid,PyTorch,114829.0,163954.0,139391.5
464,Orozco-Tran,Retail,Quant Researcher,"Reinforcement Learning, Excel, TensorFlow, AWS, C++",Mid,Internship,"Kevinton, ZW",144070-166802,2024-01-09,Large,"KDB+, MLflow, TensorFlow",144070.0,166802.0,155436.0
465,Allen-Miller,Education,AI Researcher,"Hugging Face, Power BI, SQL, Pandas, Reinforcement Learning",Senior,Contract,"Elijahshire, BJ",52942-108682,2025-08-06,Large,Scikit-learn,52942.0,108682.0,80812.0
466,"Ray, Phillips and Kim",Automotive,NLP Engineer,"PyTorch, Reinforcement Learning, R, NumPy",Mid,Internship,"West Shellymouth, TG",113035-170507,2024-07-08,Startup,"FastAPI, PyTorch",113035.0,170507.0,141771.0
467,Rodriguez-Williams,Automotive,Data Scientist,"MLflow, C++, SQL",Mid,Internship,"New Jenniferfort, YE",132860-175653,2024-11-16,Startup,MLflow,132860.0,175653.0,154256.5
468,Randall-Sanchez,Tech,Data Scientist,"MLflow, Azure, GCP, Flask, AWS",Mid,Contract,"West Julieland, CO",117504-216279,2024-12-26,Mid,LangChain,117504.0,216279.0,166891.5
469,"Mendoza, Chung and Burnett",E-commerce,Computer Vision Engineer,"Python, PyTorch, R, LangChain",Mid,Remote,"New Jacob, KG",119974-214225,2024-09-20,Large,TensorFlow,119974.0,214225.0,167099.5
470,Odom PLC,Healthcare,NLP Engineer,"TensorFlow, Python, CUDA",Senior,Contract,"South Jacobshire, BE",89679-162956,2025-07-09,Mid,"PyTorch, MLflow",89679.0,162956.0,126317.5
471,"Miller, Jimenez and Walker",Education,Computer Vision Engineer,"C++, Pandas, Hugging Face, SQL, LangChain, Python",Senior,Internship,"Lake Patriciaview, LY",92350-190209,2024-09-29,Mid,MLflow,92350.0,190209.0,141279.5
472,Valdez-Williams,Automotive,ML Engineer,"NumPy, AWS, Excel",Mid,Contract,"Port Charles, BE",100745-156193,2024-05-19,Large,TensorFlow,100745.0,156193.0,128469.0
473,"Rodriguez, West and Erickson",Tech,ML Engineer,"PyTorch, Reinforcement Learning, FastAPI, R, C++",Entry,Full-time,"Lake Joshuastad, QA",144980-238642,2024-05-01,Startup,BigQuery,144980.0,238642.0,191811.0
474,Church-Young,Automotive,Data Analyst,"Keras, LangChain, CUDA",Mid,Contract,"West Paulshire, PE",43750-143665,2025-05-17,Startup,"FastAPI, Scikit-learn, TensorFlow",43750.0,143665.0,93707.5
475,Ramirez PLC,Healthcare,AI Researcher,"GCP, PyTorch, Flask",Entry,Full-time,"East Jason, IL",123991-140802,2024-02-14,Mid,"MLflow, KDB+, LangChain",123991.0,140802.0,132396.5
476,Simmons PLC,Automotive,AI Researcher,"AWS, Excel, R",Entry,Internship,"Peterland, IL",82447-99125,2024-02-18,Mid,MLflow,82447.0,99125.0,90786.0
477,"Miller, Simmons and Johnson",Healthcare,Computer Vision Engineer,"FastAPI, LangChain, SQL, TensorFlow, R",Mid,Remote,"Obrienshire, UZ",40493-78657,2024-04-11,Startup,BigQuery,40493.0,78657.0,59575.0
478,"Stevens, Ball and Tyler",Automotive,Data Analyst,"Keras, LangChain, R, MLflow, Azure, TensorFlow",Senior,Remote,"Dennischester, BH",123525-145590,2024-08-19,Mid,"TensorFlow, BigQuery, LangChain",123525.0,145590.0,134557.5
479,"Hunt, Scott and Schneider",Retail,Quant Researcher,"SQL, R, Keras",Mid,Remote,"Jessicaside, CH",48593-83543,2024-10-12,Large,"KDB+, MLflow",48593.0,83543.0,66068.0
480,"Wright, Diaz and Rosario",Education,AI Product Manager,"Power BI, CUDA, Scikit-learn",Entry,Remote,"East Bernardfurt, CY",84439-138226,2025-03-13,Startup,"MLflow, PyTorch",84439.0,138226.0,111332.5
481,"Dean, Reid and Johnson",Finance,AI Researcher,"AWS, CUDA, GCP, Scikit-learn, Azure",Mid,Internship,"Santostown, TL",132748-206860,2024-07-17,Large,"Scikit-learn, KDB+",132748.0,206860.0,169804.0
482,"Rose, Simon and Cruz",Education,Quant Researcher,"SQL, Hugging Face, Azure, C++, Keras, Flask",Senior,Contract,"Haasview, PY",127247-153167,2025-09-01,Mid,KDB+,127247.0,153167.0,140207.0
483,Russo Inc,Automotive,Quant Researcher,"Excel, Power BI, GCP, CUDA, PyTorch, Keras",Mid,Contract,"Munozside, MA",72261-141735,2025-08-21,Mid,Scikit-learn,72261.0,141735.0,106998.0
484,"Short, Hodge and Castillo",Tech,Data Analyst,"Keras, C++, Scikit-learn, Flask, PyTorch, Pandas",Mid,Internship,"Lake Jasonville, LV",129504-207322,2024-02-01,Mid,"MLflow, PyTorch",129504.0,207322.0,168413.0
485,Bauer Group,E-commerce,AI Product Manager,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",Mid,Remote,"South Jaredview, PW",116697-174967,2024-02-02,Startup,"LangChain, Scikit-learn, FastAPI",116697.0,174967.0,145832.0
486,Petty PLC,Retail,Computer Vision Engineer,"Python, Azure, R, TensorFlow, GCP",Entry,Remote,"Castrobury, ES",46832-131794,2024-07-18,Startup,"MLflow, BigQuery, Scikit-learn",46832.0,131794.0,89313.0
487,Stuart and Sons,Healthcare,Data Scientist,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",Mid,Internship,"Lake Randychester, TR",135983-151535,2025-03-04,Large,"PyTorch, BigQuery",135983.0,151535.0,143759.0
488,"Barker, Monroe and Ortega",Education,AI Product Manager,"Reinforcement Learning, GCP, NumPy",Senior,Full-time,"Robertsonfort, MU",86380-119826,2023-11-27,Startup,"Scikit-learn, TensorFlow, BigQuery",86380.0,119826.0,103103.0
489,Chambers-Santiago,Finance,AI Product Manager,"Reinforcement Learning, NumPy, Scikit-learn",Entry,Contract,"Halefurt, JO",97354-192951,2023-10-17,Startup,"LangChain, BigQuery",97354.0,192951.0,145152.5
490,Nolan-Brown,E-commerce,Quant Researcher,"PyTorch, Hugging Face, GCP, Flask",Mid,Full-time,"Karenville, GA",130041-148947,2024-06-16,Large,Scikit-learn,130041.0,148947.0,139494.0
491,"Cox, Fitzgerald and Wong",Finance,Data Scientist,"R, FastAPI, AWS",Mid,Internship,"Davidtown, ID",98664-190980,2023-09-29,Large,"PyTorch, LangChain",98664.0,190980.0,144822.0
492,Zhang-Williams,Automotive,Data Analyst,"MLflow, CUDA, C++",Entry,Contract,"East Henryfort, CA",112236-163663,2024-11-09,Large,"LangChain, TensorFlow",112236.0,163663.0,137949.5
493,Henry-Grimes,Education,Data Scientist,"CUDA, AWS, NumPy, Azure, Power BI",Entry,Remote,"Port Biancachester, DE",89452-161968,2023-10-16,Large,"TensorFlow, Scikit-learn, FastAPI",89452.0,161968.0,125710.0
494,"Garcia, Lowery and Alexander",Finance,AI Researcher,"Keras, NumPy, Python, AWS, Flask, Azure",Mid,Remote,"East Kennethfurt, MT",41836-115821,2024-01-04,Large,"Scikit-learn, LangChain",41836.0,115821.0,78828.5
495,Turner PLC,Healthcare,Quant Researcher,"Azure, Flask, MLflow, GCP",Senior,Full-time,"East Sandrabury, TL",80778-94197,2025-03-08,Large,"PyTorch, KDB+",80778.0,94197.0,87487.5
496,Davis LLC,Tech,AI Product Manager,"FastAPI, CUDA, R",Entry,Remote,"Sarahburgh, VA",68580-87181,2025-07-21,Mid,KDB+,68580.0,87181.0,77880.5
497,Foster-Stephens,Education,Data Scientist,"AWS, CUDA, MLflow, Python",Senior,Internship,"Robinsonport, IQ",41323-86336,2025-08-10,Mid,"KDB+, PyTorch, FastAPI",41323.0,86336.0,63829.5
498,"Ho, Scott and Martinez",Education,AI Product Manager,"Flask, SQL, PyTorch, Azure, AWS",Senior,Full-time,"Lyonsland, MK",127995-170331,2025-04-24,Startup,LangChain,127995.0,170331.0,149163.0
499,Green PLC,Retail,Computer Vision Engineer,"C++, SQL, Python, MLflow, Power BI, FastAPI",Mid,Remote,"Gutierrezport, NO",91343-143899,2025-03-27,Large,LangChain,91343.0,143899.0,117621.0
500,Hudson Group,E-commerce,Computer Vision Engineer,"CUDA, SQL, Keras, C++",Mid,Remote,"New Shawnberg, SE",58872-121321,2024-05-16,Mid,"FastAPI, Scikit-learn, TensorFlow",58872.0,121321.0,90096.5
501,"Pham, Mathews and Gray",Automotive,AI Product Manager,"MLflow, TensorFlow, NumPy, Pandas",Mid,Remote,"South Crystalshire, FR",59652-117331,2023-10-30,Large,TensorFlow,59652.0,117331.0,88491.5
502,"Saunders, Howell and Martinez",Healthcare,Computer Vision Engineer,"TensorFlow, NumPy, Pandas, PyTorch, Azure",Senior,Full-time,"West Wandaside, KE",64588-93067,2024-08-14,Mid,"KDB+, FastAPI, Scikit-learn",64588.0,93067.0,78827.5
503,King LLC,Automotive,Computer Vision Engineer,"FastAPI, Keras, CUDA, PyTorch, LangChain",Senior,Internship,"Ruizton, CI",62963-73964,2024-11-28,Startup,"BigQuery, MLflow",62963.0,73964.0,68463.5
504,Anthony Group,Tech,NLP Engineer,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",Mid,Contract,"Lisaborough, MG",147083-198629,2025-04-17,Large,PyTorch,147083.0,198629.0,172856.0
505,"Kim, Peterson and Schaefer",Automotive,AI Researcher,"GCP, MLflow, PyTorch",Entry,Contract,"Ericksonport, NZ",124727-213590,2025-07-02,Large,"PyTorch, MLflow, LangChain",124727.0,213590.0,169158.5
506,Parrish-Small,Retail,NLP Engineer,"Python, Flask, LangChain, AWS, Keras",Senior,Contract,"Perryland, MA",103756-181213,2025-08-05,Startup,"FastAPI, Scikit-learn, PyTorch",103756.0,181213.0,142484.5
507,"Shaw, Myers and Smith",Finance,Data Scientist,"Azure, TensorFlow, C++",Mid,Full-time,"Brookeport, TV",97542-184959,2024-05-21,Startup,TensorFlow,97542.0,184959.0,141250.5
508,Smith-Huynh,Automotive,ML Engineer,"Scikit-learn, Hugging Face, TensorFlow",Entry,Contract,"South Dawnfort, AE",80381-97901,2024-09-21,Startup,"TensorFlow, BigQuery",80381.0,97901.0,89141.0
509,Cardenas-Williams,Education,Data Scientist,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",Senior,Remote,"West Michael, PW",147604-186982,2024-12-20,Startup,"LangChain, TensorFlow, KDB+",147604.0,186982.0,167293.0
510,Davis Inc,Healthcare,Data Analyst,"MLflow, Python, TensorFlow, LangChain",Entry,Full-time,"Taylorland, PL",56981-90644,2024-12-27,Mid,"TensorFlow, PyTorch, KDB+",56981.0,90644.0,73812.5
511,Davis-Hudson,Retail,Data Analyst,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",Entry,Remote,"South Thomasview, BR",116148-184483,2025-08-13,Startup,PyTorch,116148.0,184483.0,150315.5
512,"Mcdonald, Carey and Cruz",Healthcare,AI Researcher,"TensorFlow, R, FastAPI, Pandas, Power BI",Mid,Contract,"Kingburgh, ER",49163-80743,2023-09-23,Large,"MLflow, Scikit-learn",49163.0,80743.0,64953.0
513,Williams LLC,Healthcare,AI Product Manager,"Python, Hugging Face, Scikit-learn, GCP",Entry,Contract,"Jeremytown, GQ",51721-118914,2025-01-04,Large,"MLflow, KDB+",51721.0,118914.0,85317.5
514,Cooper PLC,Education,Quant Researcher,"Azure, Pandas, TensorFlow, AWS",Mid,Remote,"Michaelbury, FM",143486-177073,2024-06-27,Large,"BigQuery, Scikit-learn, PyTorch",143486.0,177073.0,160279.5
515,"Graham, Ramirez and Haas",Automotive,Data Analyst,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",Entry,Remote,"East Tammy, SY",141494-226122,2024-10-08,Mid,"BigQuery, TensorFlow, FastAPI",141494.0,226122.0,183808.0
516,"Lowe, Schmidt and Harris",Tech,NLP Engineer,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",Entry,Contract,"Dannyborough, MA",40667-138793,2025-07-22,Mid,TensorFlow,40667.0,138793.0,89730.0
517,"Kemp, Young and Stewart",E-commerce,Computer Vision Engineer,"Python, Pandas, Excel, TensorFlow, Azure",Entry,Remote,"Tracyborough, CZ",45587-114965,2024-05-08,Startup,"TensorFlow, PyTorch",45587.0,114965.0,80276.0
518,"Hodges, Allen and Washington",Automotive,Data Analyst,"PyTorch, Pandas, Reinforcement Learning",Mid,Contract,"Davidside, JO",50145-64920,2024-05-03,Mid,KDB+,50145.0,64920.0,57532.5
519,Blair PLC,E-commerce,Data Analyst,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",Senior,Contract,"Hernandezshire, LU",125963-141117,2024-11-06,Large,"FastAPI, PyTorch, BigQuery",125963.0,141117.0,133540.0
520,"Cruz, Patrick and King",E-commerce,AI Researcher,"R, TensorFlow, AWS",Mid,Remote,"Walshstad, KG",117682-149820,2025-04-26,Startup,"PyTorch, KDB+",117682.0,149820.0,133751.0
521,"Rivers, Jones and Cameron",E-commerce,ML Engineer,"SQL, NumPy, Scikit-learn",Entry,Full-time,"Nelsonchester, NE",108359-163658,2024-11-02,Large,"TensorFlow, LangChain",108359.0,163658.0,136008.5
522,Lindsey-Chan,Finance,AI Product Manager,"MLflow, Flask, Keras, Scikit-learn, LangChain",Entry,Contract,"Albertport, RW",46169-74675,2024-07-18,Mid,TensorFlow,46169.0,74675.0,60422.0
523,Hess Inc,Healthcare,Data Analyst,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",Mid,Remote,"East Kathrynchester, FJ",109531-131253,2024-08-26,Mid,"BigQuery, PyTorch, FastAPI",109531.0,131253.0,120392.0
524,Williams Ltd,Retail,ML Engineer,"Hugging Face, GCP, Scikit-learn",Entry,Contract,"Lake Patrick, ST",146291-220807,2024-02-27,Mid,"Scikit-learn, PyTorch, LangChain",146291.0,220807.0,183549.0
525,"Moore, Fields and Valdez",Tech,AI Product Manager,"SQL, Python, Excel, Flask",Entry,Contract,"Marcusstad, GT",60309-116090,2025-08-31,Mid,"TensorFlow, KDB+, BigQuery",60309.0,116090.0,88199.5
526,Todd-Wright,Automotive,Data Scientist,"SQL, Keras, Pandas, GCP",Senior,Contract,"Port Thomas, IQ",135243-196909,2024-03-12,Startup,"FastAPI, KDB+",135243.0,196909.0,166076.0
527,Morrison and Sons,E-commerce,ML Engineer,"CUDA, Power BI, AWS, FastAPI, C++",Senior,Internship,"Richardfurt, JM",141909-166648,2024-11-04,Mid,TensorFlow,141909.0,166648.0,154278.5
528,"Barrett, Bennett and Stokes",Education,ML Engineer,"C++, CUDA, Azure",Entry,Remote,"New John, JP",110795-199925,2025-03-22,Startup,"LangChain, MLflow",110795.0,199925.0,155360.0
529,"Jefferson, Orr and Gonzalez",Retail,NLP Engineer,"LangChain, GCP, Reinforcement Learning, Excel, FastAPI, Power BI",Mid,Remote,"Lake Matthewhaven, RO",97755-118149,2024-01-24,Large,"KDB+, PyTorch",97755.0,118149.0,107952.0
530,"Davis, Chambers and Lee",Healthcare,Data Analyst,"Excel, Power BI, PyTorch, Hugging Face, R",Senior,Remote,"Davidton, VN",141037-189383,2024-02-02,Mid,"Scikit-learn, BigQuery, MLflow",141037.0,189383.0,165210.0
531,Guerra-Hall,Healthcare,AI Product Manager,"GCP, Reinforcement Learning, Keras, Pandas",Mid,Remote,"New Ronald, PA",128537-188005,2024-09-24,Mid,FastAPI,128537.0,188005.0,158271.0
532,Brooks Ltd,Healthcare,AI Product Manager,"Keras, FastAPI, C++, Hugging Face",Senior,Full-time,"West Elizabeth, DE",56606-106301,2025-02-05,Mid,"Scikit-learn, PyTorch",56606.0,106301.0,81453.5
533,"Nolan, Jones and Nelson",Tech,ML Engineer,"Python, PyTorch, SQL, FastAPI",Mid,Contract,"Hillfurt, BO",54795-115927,2023-12-05,Startup,"MLflow, FastAPI, Scikit-learn",54795.0,115927.0,85361.0
534,"Davidson, Walsh and Meyers",Finance,Data Analyst,"Keras, Python, Hugging Face, Flask",Senior,Internship,"Susanfort, IQ",68706-105919,2024-06-06,Mid,"TensorFlow, FastAPI",68706.0,105919.0,87312.5
535,Burgess-Barrera,Finance,NLP Engineer,"Hugging Face, Azure, PyTorch, GCP",Senior,Contract,"Leebury, SC",107190-142210,2025-09-13,Large,FastAPI,107190.0,142210.0,124700.0
536,Anderson LLC,Healthcare,ML Engineer,"TensorFlow, LangChain, Keras, Scikit-learn, Excel, C++",Entry,Contract,"South Briannafort, MZ",65172-119584,2024-01-22,Mid,MLflow,65172.0,119584.0,92378.0
537,"Cameron, Carter and Smith",Healthcare,AI Researcher,"Scikit-learn, Azure, GCP",Mid,Full-time,"Blakebury, CL",58475-150927,2025-06-18,Large,"PyTorch, MLflow",58475.0,150927.0,104701.0
538,Christensen LLC,Finance,AI Product Manager,"FastAPI, TensorFlow, Keras",Entry,Contract,"New Codystad, HU",89065-169950,2024-08-02,Large,MLflow,89065.0,169950.0,129507.5
539,Clark-Dennis,Finance,NLP Engineer,"R, NumPy, Scikit-learn",Mid,Remote,"North Brianhaven, IT",140046-166454,2024-08-08,Mid,"BigQuery, PyTorch",140046.0,166454.0,153250.0
540,Obrien and Sons,Automotive,AI Researcher,"Python, MLflow, SQL",Mid,Internship,"North Joannaberg, VC",50054-60639,2024-06-30,Large,"Scikit-learn, MLflow, FastAPI",50054.0,60639.0,55346.5
541,Gomez PLC,E-commerce,ML Engineer,"R, Scikit-learn, Power BI",Senior,Internship,"Stevenshire, BE",84367-161104,2025-04-05,Startup,MLflow,84367.0,161104.0,122735.5
542,Rogers-Shaw,E-commerce,ML Engineer,"Pandas, LangChain, Python, Keras",Senior,Internship,"Ginafurt, PW",106747-192008,2025-01-13,Startup,"KDB+, Scikit-learn, TensorFlow",106747.0,192008.0,149377.5
543,Gardner-Murphy,Education,NLP Engineer,"Hugging Face, R, Azure, Power BI, Excel",Senior,Full-time,"Phillipsmouth, BE",134658-192987,2024-01-16,Mid,"LangChain, FastAPI",134658.0,192987.0,163822.5
544,"Brooks, Morales and Parker",Automotive,Quant Researcher,"Pandas, FastAPI, Hugging Face, PyTorch, Power BI",Senior,Full-time,"South Chelseamouth, MR",67982-80867,2024-08-25,Startup,LangChain,67982.0,80867.0,74424.5
545,"Harrison, Nelson and Butler",Tech,Data Analyst,"GCP, Pandas, FastAPI, C++, Excel",Mid,Internship,"North Darren, PG",66502-125569,2025-06-25,Mid,"FastAPI, MLflow",66502.0,125569.0,96035.5
546,"Boyd, Manning and Smith",E-commerce,ML Engineer,"Excel, Pandas, CUDA",Mid,Full-time,"Walshmouth, EG",129492-154474,2024-10-28,Startup,PyTorch,129492.0,154474.0,141983.0
547,Morgan Group,E-commerce,Data Scientist,"Reinforcement Learning, Hugging Face, Pandas, Excel",Mid,Contract,"East Robertbury, PS",46778-126259,2025-05-02,Startup,"FastAPI, PyTorch",46778.0,126259.0,86518.5
